-283.71,-1.93,473.41
-190.94,-2.18,444.93
-282.99,-2.82,389.98
-374.35,-1.89,417.25
-192.92,-1.77,445.13
-193.12,-1.97,417.50
-375.00,-2.70,417.62
-282.95,-2.09,472.92
-99.78,-2.70,445.09
-191.51,-1.77,388.01
-373.55,-1.73,418.06
-283.23,-1.53,478.97
-196.38,-1.85,455.80
-292.01,-0.04,428.69
-384.70,-2.22,455.00
-287.74,-3.10,507.61
-101.72,-2.70,475.91
-191.67,-1.41,418.78
-375.00,-2.42,418.54
-283.71,-2.66,476.67
-100.06,-2.42,453.31
-193.56,-1.49,397.51
-378.50,0.36,421.77
-285.65,-1.45,474.42
-191.79,-2.42,445.01
-282.34,-1.81,416.81
-374.35,-1.13,447.63
-191.87,-0.64,482.03
-196.42,-0.68,428.90
-380.43,-2.05,425.87
-287.30,-3.42,478.00
-101.39,-2.42,446.10
-191.87,-1.17,389.14
-282.79,-1.25,417.45
-192.07,-2.14,473.97
-101.92,-1.17,445.98
-284.20,-1.17,418.10
-375.92,-2.09,445.49
-192.55,-2.09,473.37
-192.19,-3.10,417.41
-374.84,-2.14,417.98
-284.08,-1.33,473.85
-100.51,-0.64,445.73
-9.22,-0.81,393.12
-9.22,-0.56,368.15
-8.94,-0.48,366.86
-192.27,-0.28,362.07
-375.56,-1.93,417.66
-283.59,-3.14,473.49
-192.84,-1.33,445.94
-283.71,-0.73,421.00
-373.95,-1.49,449.40
-190.78,-2.46,476.75
-190.34,-1.89,417.09
-375.16,-1.93,389.30
-285.12,-2.82,444.73
-102.08,-3.75,444.28
-192.59,-2.30,388.73
-375.48,-2.38,420.60
-284.32,-1.53,475.54
-192.35,-1.69,447.87
-284.60,-2.34,416.89
-375.68,-2.34,448.23
-192.03,-2.30,476.31
-191.02,-1.53,419.83
-376.29,-1.29,417.45
-284.36,-2.90,483.24
-100.75,-3.14,458.75
-193.92,-2.98,401.34
-286.05,-2.46,422.45
-193.68,-1.73,478.32
-101.03,-0.97,446.46
-284.04,-1.29,417.70
-376.12,-1.37,447.06
-193.32,-0.85,474.90
-192.47,-0.85,417.98
-373.43,-1.37,419.79
-282.51,-1.69,474.78
-100.91,-0.64,448.11
-193.36,-1.29,390.91
-284.24,-2.70,415.32
-193.20,-3.02,470.35
-102.72,-2.09,448.07
-292.21,-1.33,426.04
-387.32,-1.49,458.87
-200.53,-1.37,486.62
-194.41,-1.85,422.45
-376.89,-1.73,418.91
-284.44,-2.46,473.77
-99.94,-1.81,445.17
-191.91,-1.65,390.63
-282.91,-0.89,418.99
-192.63,-0.93,449.48
-100.59,-1.37,420.92
-283.88,-2.30,391.71
-284.16,-3.02,445.17
-101.23,-3.14,472.92
-191.35,-1.85,416.85
-375.08,-2.09,419.19
-283.67,-2.54,474.90
-101.43,-2.94,446.54
-192.55,-2.14,388.89
-284.72,-2.05,417.66
-192.19,-1.93,445.69
-100.83,-1.37,418.22
-282.83,-1.33,388.81
-283.71,-0.68,445.17
-100.31,-0.73,473.41
-192.39,0.12,417.37
-375.08,-0.56,417.45
-283.31,-0.77,470.99
-100.55,-2.62,443.48
-191.30,-1.73,388.57
-283.03,-2.38,416.89
-192.27,-1.29,445.25
-100.63,-1.97,417.05
-283.11,-2.09,388.77
-282.99,-2.46,447.55
-100.83,-2.42,448.11
-191.55,-2.54,391.83
-374.07,-2.14,417.45
-281.42,-2.18,473.61
-190.70,-1.21,445.94
-283.31,-0.85,389.54
-374.67,-2.01,417.21
-191.95,-3.99,442.91
-99.58,-2.78,414.31
-190.94,-1.89,361.14
-374.55,-1.53,389.54
-283.96,-2.09,446.98
-101.35,-2.86,446.82
-192.03,-3.06,389.14
-374.47,-1.61,416.73
-284.04,-2.70,474.17
-193.08,-2.38,446.34
-284.36,-0.85,390.63
-374.88,-0.97,417.45
-191.75,-1.21,444.77
-100.31,-1.37,417.13
-190.02,-0.68,361.50
-373.14,-0.73,389.14
-282.71,-0.16,445.77
-99.82,-0.81,445.37
-191.22,-1.77,388.89
-372.66,-1.41,416.89
-282.59,-0.85,473.09
-192.59,-0.12,445.13
-283.43,-0.04,389.66
-374.43,-0.52,416.69
-192.07,-0.64,444.73
-100.22,-1.21,416.57
-283.71,-2.46,388.17
-285.08,-1.49,445.49
-102.32,-1.69,446.10
-194.00,-0.64,389.82
-375.88,-0.12,417.25
-284.64,-0.89,472.68
-192.39,-1.25,444.24
-284.84,-1.73,392.44
-378.58,-2.58,427.65
-197.27,-4.23,458.79
-103.49,-3.30,428.49
-286.41,-2.74,394.13
-285.73,-1.37,448.96
-100.71,-1.05,447.67
-191.59,-0.56,389.86
-375.04,-1.21,417.33
-467.53,-2.42,474.54
-284.04,-1.69,502.41
-192.15,-2.58,446.14
-283.47,-2.09,389.50
-374.59,-2.46,417.21
-191.71,-2.70,445.13
-101.55,-2.34,416.37
-284.00,-1.49,388.65
-284.24,-0.85,446.26
-100.91,0.24,447.75
-10.51,0.00,420.07
-10.76,-1.45,455.97
-10.55,-1.85,429.66
-193.88,-1.97,394.94
-376.93,-2.62,420.27
