0.36,443.28,-252.94
-1.37,427.12,-205.32
-2.30,435.94,-301.12
-0.89,445.45,-301.36
-1.53,458.10,-309.46
-2.30,443.07,-310.30
-1.21,448.67,-307.00
-2.46,446.66,-311.27
-0.68,453.47,-312.88
0.04,445.53,-310.70
0.12,445.94,-259.26
-1.21,438.04,-259.14
0.12,444.97,-300.71
-0.77,444.61,-308.85
-2.01,445.17,-305.19
-1.97,444.97,-356.95
-0.89,444.24,-351.51
-0.52,436.23,-302.29
-1.53,436.95,-345.91
-1.29,436.87,-300.55
0.89,453.79,-308.57
0.68,454.19,-306.92
0.00,445.45,-258.70
-0.16,444.61,-309.25
-0.85,427.97,-214.11
-1.73,436.91,-260.11
-2.09,436.19,-307.97
-1.13,444.36,-305.47
-3.54,436.43,-257.25
-3.02,436.39,-252.37
-3.18,428.81,-251.21
-1.97,445.21,-300.71
-1.69,452.90,-304.46
-0.48,453.07,-304.42
-0.77,445.05,-210.72
-1.25,445.49,-255.92
-3.14,428.90,-253.26
-2.34,431.67,-257.61
-2.30,437.88,-264.90
-2.26,444.61,-269.98
-2.54,443.60,-268.08
-1.09,453.99,-311.87
-1.81,440.98,-305.83
0.68,439.09,-263.98
-1.65,437.84,-263.05
-1.37,437.11,-262.00
-1.21,443.28,-308.37
-1.93,435.86,-265.95
-2.42,444.73,-353.85
-2.78,445.05,-355.18
-0.20,445.53,-301.20
-0.44,437.68,-249.19
-0.16,445.49,-253.26
0.04,452.66,-305.75
-0.08,445.01,-214.19
-1.37,453.67,-307.52
-3.06,445.33,-308.29
-2.98,437.40,-308.93
-2.90,429.22,-265.99
-2.90,428.45,-262.24
-1.81,427.53,-261.56
-1.09,436.47,-264.62
-1.33,437.07,-217.77
-2.46,437.92,-214.79
-2.01,437.60,-257.17
-0.52,437.23,-206.17
-1.69,445.41,-304.34
-1.21,436.67,-257.65
-1.73,427.49,-261.76
-2.46,429.74,-266.03
-1.53,437.96,-359.69
-1.93,429.46,-263.53
-0.56,444.57,-307.84
-2.09,437.27,-256.97
-2.58,428.65,-259.18
-3.91,428.49,-212.98
-3.38,444.28,-307.24
-3.46,436.07,-262.20
-3.59,428.45,-261.76
-2.90,428.69,-254.67
-1.57,436.75,-347.48
-1.65,435.22,-295.80
-0.40,452.74,-302.45
-0.04,452.94,-299.14
-1.53,444.24,-206.69
-0.81,444.53,-256.32
-1.37,436.11,-257.69
-1.61,436.19,-214.23
-2.34,444.36,-309.05
-3.59,428.13,-255.48
-2.18,444.53,-301.68
-1.53,444.48,-305.75
