-192.55,441.87,-27.23
-377.17,442.63,-32.15
-377.94,441.50,-30.49
-377.78,435.66,-40.85
-377.45,441.79,-29.33
-192.23,446.58,-29.08
-192.19,446.18,-30.74
-190.50,435.14,-42.70
-190.42,446.90,-52.17
-98.77,452.14,-46.41
-98.98,447.14,-41.13
-285.00,436.35,-32.59
-285.49,442.75,-24.25
-99.50,447.95,-21.55
-191.59,441.50,-16.52
-376.97,436.03,-23.40
-376.20,437.11,-25.94
-376.29,437.23,-26.83
-284.40,440.94,-23.69
-284.64,440.42,-28.56
-191.95,446.14,-42.46
-98.85,445.81,-43.10
-191.79,440.90,-24.69
-376.93,442.19,-24.45
-377.45,443.24,-24.29
-376.37,436.55,-40.93
-283.80,435.70,-36.58
-284.08,436.51,-38.59
-191.71,441.54,-55.47
-99.74,441.83,-57.73
-192.23,436.67,-49.79
-284.48,442.43,-42.86
-284.68,442.11,-40.12
-285.00,436.91,-33.92
-284.92,441.83,-24.37
-100.71,447.75,-22.44
-192.84,442.43,-19.70
-377.74,437.07,-29.21
-285.29,447.30,-44.51
-193.04,446.70,-47.05
-194.37,450.16,-31.90
-194.17,462.77,-28.48
-196.94,465.75,-21.19
-197.03,462.29,-28.68
-288.02,452.42,-28.32
-379.63,450.21,-24.65
-378.62,443.72,-22.24
-379.02,436.59,-19.54
-285.65,436.39,-27.67
-285.21,442.03,-19.70
-190.90,447.47,-27.63
-98.37,447.22,-32.19
-191.26,435.78,-34.12
-191.99,442.87,-34.28
-289.60,452.54,-39.96
-197.95,460.28,-38.27
-288.71,452.86,-40.04
-378.78,449.40,-45.80
-377.74,442.23,-48.34
-377.17,436.47,-38.71
-285.08,436.43,-38.67
-285.08,436.27,-39.48
-377.90,435.66,-41.77
-283.55,446.82,-45.44
-283.75,447.14,-41.13
-284.72,446.22,-25.22
-285.73,441.30,-23.53
-288.31,439.65,-20.58
-287.06,446.58,-22.76
-289.76,448.43,-29.17
-195.78,450.85,-54.14
-193.64,445.57,-55.91
-192.47,449.08,-68.52
-192.31,453.67,-50.72
-191.10,452.78,-59.70
-192.43,452.74,-27.67
-284.84,446.38,-20.10
-285.21,446.86,-16.48
-193.64,453.95,-42.10
-100.02,447.71,-47.74
-284.88,435.70,-23.12
-282.71,435.82,-30.17
-283.51,441.38,-39.44
-190.58,435.66,-40.57
-283.51,435.46,-28.32
-284.32,441.54,-26.71
