3394,0.037,-0.095,0.058
3341,0.005,-0.058,0.053
3294,0.005,-0.058,0.053
3234,0.004,-0.039,0.035
3188,0.004,-0.039,0.035
3129,0.002,-0.027,0.025
3083,0.002,-0.027,0.025
3031,0.013,-0.029,0.016
2985,0.013,-0.029,0.016
2925,0.032,-0.032,-0.001
2879,0.032,-0.032,-0.001
2819,0.052,-0.038,-0.014
2773,0.052,-0.038,-0.014
2713,0.060,-0.052,-0.008
2672,0.060,-0.052,-0.008
2611,0.036,-0.060,0.024
2563,0.036,-0.060,0.024
2503,0.009,-0.045,0.036
2455,0.009,-0.045,0.036
2400,0.007,-0.017,0.011
2352,0.007,-0.017,0.011
2290,0.046,-0.022,-0.024
2234,0.046,-0.022,-0.024
2172,0.061,-0.047,-0.015
2123,0.061,-0.047,-0.015
2067,0.052,-0.059,0.007
2025,0.052,-0.059,0.007
1963,0.011,-0.041,0.030
1914,0.011,-0.041,0.030
1852,0.004,-0.027,0.023
1804,0.004,-0.027,0.023
1742,0.008,-0.029,0.022
1694,0.008,-0.029,0.022
1640,-0.001,-0.023,0.024
1593,-0.001,-0.023,0.024
1533,-0.004,-0.016,0.020
1486,-0.004,-0.016,0.020
1426,0.006,-0.017,0.010
1380,0.006,-0.017,0.010
1327,0.006,-0.020,0.013
1281,0.006,-0.020,0.013
1222,0.015,-0.029,0.014
1176,0.015,-0.029,0.014
1117,0.023,-0.028,0.005
1071,0.023,-0.028,0.005
1019,0.021,-0.037,0.016
972,0.021,-0.037,0.016
912,0.022,-0.040,0.017
865,0.022,-0.040,0.017
804,0.011,-0.045,0.034
758,0.011,-0.045,0.034
704,0.005,-0.023,0.018
657,0.005,-0.023,0.018
595,0.016,-0.012,-0.005
547,0.016,-0.012,-0.005
486,0.042,-0.026,-0.016
439,0.042,-0.026,-0.016
377,0.046,-0.029,-0.017
335,0.046,-0.029,-0.017
273,0.045,-0.031,-0.014
224,0.045,-0.031,-0.014
161,0.044,-0.048,0.004
112,0.044,-0.048,0.004
56,0.038,-0.047,0.009
0,0.038,-0.047,0.009
4041,0.019,-0.039,0.021
3992,0.019,-0.039,0.021
3930,0.006,-0.030,0.024
3882,0.006,-0.030,0.024
3821,0.008,-0.012,0.004
3773,0.008,-0.012,0.004
3720,0.029,-0.024,-0.005
3673,0.029,-0.024,-0.005
3614,0.045,-0.040,-0.005
3568,0.045,-0.040,-0.005
3509,0.037,-0.065,0.027
3464,0.037,-0.065,0.027
3412,-0.005,-0.055,0.060
3368,-0.005,-0.055,0.060
3310,-0.022,-0.037,0.059
3259,-0.022,-0.037,0.059
3202,-0.026,-0.027,0.053
3158,-0.026,-0.027,0.053
3108,0.011,-0.049,0.038
3071,0.011,-0.049,0.038
3014,0.017,-0.049,0.032
2970,0.017,-0.049,0.032
2912,0.025,-0.043,0.018
2868,0.025,-0.043,0.018
2811,0.043,-0.061,0.018
2773,0.043,-0.061,0.018
2715,0.046,-0.077,0.031
2669,0.046,-0.077,0.031
2610,0.015,-0.062,0.048
2564,0.015,-0.062,0.048
2505,0.006,-0.061,0.055
2459,0.006,-0.061,0.055
2406,-0.002,-0.039,0.041
2359,-0.002,-0.039,0.041
2298,0.029,-0.035,0.006
2250,0.029,-0.035,0.006
2189,0.065,-0.081,0.016
2142,0.065,-0.081,0.016
2087,0.070,-0.111,0.040
2039,0.070,-0.111,0.040
1978,0.058,-0.112,0.055
1930,0.058,-0.112,0.055
1869,0.050,-0.101,0.051
1821,0.050,-0.101,0.051
1766,0.043,-0.108,0.064
1719,0.043,-0.108,0.064
1658,0.039,-0.114,0.074
1612,0.039,-0.114,0.074
1551,0.036,-0.107,0.072
1505,0.036,-0.107,0.072
1452,0.032,-0.095,0.063
1405,0.032,-0.095,0.063
1346,0.030,-0.086,0.056
1300,0.030,-0.086,0.056
1241,0.031,-0.096,0.065
1195,0.031,-0.096,0.065
1142,0.020,-0.086,0.067
1096,0.020,-0.086,0.067
1038,0.015,-0.085,0.070
992,0.015,-0.085,0.070
932,0.022,-0.092,0.070
885,0.022,-0.092,0.070
831,0.025,-0.084,0.059
778,0.025,-0.084,0.059
725,0.025,-0.089,0.064
677,0.025,-0.089,0.064
616,0.023,-0.076,0.054
569,0.023,-0.076,0.054
514,0.042,-0.092,0.049
460,0.042,-0.092,0.049
405,0.048,-0.099,0.051
357,0.048,-0.099,0.051
294,0.037,-0.114,0.078
245,0.037,-0.114,0.078
182,0.037,-0.107,0.070
133,0.037,-0.107,0.070
77,0.042,-0.106,0.064
28,0.042,-0.106,0.064
4061,0.027,-0.098,0.071
4012,0.027,-0.098,0.071
3950,0.014,-0.077,0.064
3901,0.014,-0.077,0.064
3846,-0.000,-0.057,0.057
3798,-0.000,-0.057,0.057
3737,0.013,-0.056,0.043
3689,0.013,-0.056,0.043
3629,0.041,-0.071,0.030
3582,0.041,-0.071,0.030
3528,0.035,-0.099,0.064
3482,0.035,-0.099,0.064
3423,0.023,-0.097,0.074
3377,0.023,-0.097,0.074
3318,-0.001,-0.083,0.084
3272,-0.001,-0.083,0.084
3214,0.003,-0.063,0.060
3168,0.003,-0.063,0.060
3117,0.011,-0.058,0.047
3072,0.011,-0.058,0.047
3014,0.009,-0.059,0.050
2969,0.009,-0.059,0.050
2910,0.027,-0.062,0.035
2864,0.027,-0.062,0.035
2812,0.051,-0.076,0.025
2766,0.051,-0.076,0.025
2706,0.053,-0.097,0.044
2659,0.053,-0.097,0.044
2598,0.029,-0.097,0.068
2551,0.029,-0.097,0.068
2497,0.004,-0.067,0.062
2450,0.004,-0.067,0.062
2387,0.025,-0.062,0.037
2339,0.025,-0.062,0.037
2277,0.047,-0.057,0.010
2228,0.047,-0.057,0.010
2172,0.069,-0.079,0.009
2124,0.069,-0.079,0.009
2061,0.064,-0.079,0.015
2011,0.064,-0.079,0.015
1948,0.051,-0.088,0.038
1899,0.051,-0.088,0.038
1836,0.044,-0.087,0.043
1795,0.044,-0.087,0.043
1733,0.028,-0.082,0.054
1685,0.028,-0.082,0.054
1624,0.031,-0.071,0.040
1576,0.031,-0.071,0.040
1516,0.023,-0.057,0.035
1469,0.023,-0.057,0.035
1416,0.040,-0.050,0.010
1369,0.040,-0.050,0.010
1310,0.041,-0.039,-0.002
1264,0.041,-0.039,-0.002
1205,0.045,-0.042,-0.003
1159,0.045,-0.042,-0.003
1106,0.037,-0.043,0.006
1061,0.037,-0.043,0.006
1002,0.039,-0.045,0.006
956,0.039,-0.045,0.006
896,0.040,-0.035,-0.005
849,0.040,-0.035,-0.005
796,0.048,-0.046,-0.002
750,0.048,-0.046,-0.002
691,0.035,-0.037,0.001
644,0.035,-0.037,0.001
584,0.023,-0.013,-0.010
537,0.023,-0.013,-0.010
483,0.032,-0.020,-0.012
437,0.032,-0.020,-0.012
377,0.043,-0.031,-0.012
329,0.043,-0.031,-0.012
267,0.048,-0.040,-0.009
219,0.048,-0.040,-0.009
158,0.049,-0.032,-0.017
110,0.049,-0.032,-0.017
55,0.042,-0.037,-0.006
7,0.042,-0.037,-0.006
4041,0.035,-0.040,0.004
3994,0.035,-0.040,0.004
3932,0.021,-0.023,0.002
3885,0.021,-0.023,0.002
3831,0.015,-0.007,-0.008
3784,0.015,-0.007,-0.008
3724,0.031,-0.015,-0.016
3678,0.031,-0.015,-0.016
3618,0.056,-0.038,-0.018
3572,0.056,-0.038,-0.018
3514,0.059,-0.062,0.003
3468,0.059,-0.062,0.003
3417,0.026,-0.055,0.029
3372,0.026,-0.055,0.029
3315,0.000,-0.029,0.029
3270,0.000,-0.029,0.029
3218,0.000,-0.001,0.001
3174,0.000,-0.001,0.001
3117,0.042,-0.030,-0.012
3067,0.042,-0.030,-0.012
3016,0.056,-0.046,-0.010
2972,0.056,-0.046,-0.010
2914,0.074,-0.068,-0.006
2875,0.074,-0.068,-0.006
2818,0.073,-0.066,-0.007
2773,0.073,-0.066,-0.007
2714,0.091,-0.092,0.001
2668,0.091,-0.092,0.001
2608,0.082,-0.093,0.011
2561,0.082,-0.093,0.011
2508,0.052,-0.079,0.027
2461,0.052,-0.079,0.027
2400,0.053,-0.051,-0.002
2352,0.053,-0.051,-0.002
2290,0.069,-0.046,-0.023
2241,0.069,-0.046,-0.023
2186,0.099,-0.063,-0.036
2131,0.099,-0.063,-0.036
2068,0.097,-0.084,-0.013
2020,0.097,-0.084,-0.013
1964,0.090,-0.078,-0.012
1915,0.090,-0.078,-0.012
1853,0.098,-0.078,-0.021
1811,0.098,-0.078,-0.021
1749,0.112,-0.089,-0.022
1694,0.112,-0.089,-0.022
1633,0.096,-0.082,-0.014
1586,0.096,-0.082,-0.014
1531,0.091,-0.066,-0.025
1484,0.091,-0.066,-0.025
1424,0.099,-0.066,-0.033
1378,0.099,-0.066,-0.033
1325,0.117,-0.089,-0.027
1272,0.117,-0.089,-0.027
1219,0.100,-0.071,-0.029
1173,0.100,-0.071,-0.029
1120,0.108,-0.081,-0.027
1074,0.108,-0.081,-0.027
1015,0.109,-0.072,-0.037
962,0.109,-0.072,-0.037
908,0.115,-0.083,-0.032
861,0.115,-0.083,-0.032
808,0.099,-0.071,-0.028
761,0.099,-0.071,-0.028
700,0.102,-0.075,-0.027
653,0.102,-0.075,-0.027
591,0.110,-0.063,-0.046
543,0.110,-0.063,-0.046
488,0.096,-0.093,-0.003
441,0.096,-0.093,-0.003
378,0.110,-0.123,0.012
329,0.110,-0.123,0.012
266,0.102,-0.126,0.024
217,0.102,-0.126,0.024
161,0.102,-0.135,0.033
111,0.102,-0.135,0.033
48,0.096,-0.133,0.036
4094,0.096,-0.133,0.036
4030,0.078,-0.119,0.042
3981,0.078,-0.119,0.042
3918,0.058,-0.103,0.045
3876,0.058,-0.103,0.045
3814,0.052,-0.085,0.033
3766,0.052,-0.085,0.033
3704,0.065,-0.086,0.021
3656,0.065,-0.086,0.021
3595,0.094,-0.121,0.027
3548,0.094,-0.121,0.027
3495,0.094,-0.149,0.055
3449,0.094,-0.149,0.055
3389,0.077,-0.133,0.057
3343,0.077,-0.133,0.057
3283,0.071,-0.133,0.063
3237,0.071,-0.133,0.063
3185,0.085,-0.123,0.037
3139,0.085,-0.123,0.037
3081,0.095,-0.135,0.040
3036,0.095,-0.135,0.040
2977,0.099,-0.122,0.023
2931,0.099,-0.122,0.023
2879,0.101,-0.119,0.018
2833,0.101,-0.119,0.018
2774,0.115,-0.138,0.022
2728,0.115,-0.138,0.022
2668,0.117,-0.145,0.028
2621,0.117,-0.145,0.028
2561,0.102,-0.157,0.055
2521,0.102,-0.157,0.055
2460,0.067,-0.122,0.054
2413,0.067,-0.122,0.054
2351,0.073,-0.101,0.028
2303,0.073,-0.101,0.028
2241,0.120,-0.107,-0.013
2193,0.120,-0.107,-0.013
2131,0.157,-0.131,-0.027
2083,0.157,-0.131,-0.027
2027,0.157,-0.135,-0.022
1972,0.157,-0.135,-0.022
1911,0.120,-0.111,-0.009
1870,0.120,-0.111,-0.009
1815,0.102,-0.100,-0.001
1768,0.102,-0.100,-0.001
1707,0.088,-0.087,-0.001
1660,0.088,-0.087,-0.001
1601,0.089,-0.089,-0.000
1555,0.089,-0.089,-0.000
1496,0.083,-0.077,-0.007
1456,0.083,-0.077,-0.007
1398,0.085,-0.060,-0.025
1353,0.085,-0.060,-0.025
1296,0.098,-0.073,-0.025
1250,0.098,-0.073,-0.025
1192,0.087,-0.081,-0.006
1153,0.087,-0.081,-0.006
1096,0.078,-0.087,0.009
1051,0.078,-0.087,0.009
993,0.077,-0.092,0.015
948,0.077,-0.092,0.015
896,0.065,-0.068,0.004
850,0.065,-0.068,0.004
791,0.045,-0.070,0.025
746,0.045,-0.070,0.025
687,0.038,-0.065,0.027
641,0.038,-0.065,0.027
587,0.024,-0.050,0.026
534,0.024,-0.050,0.026
482,0.040,-0.060,0.020
435,0.040,-0.060,0.020
375,0.046,-0.074,0.029
328,0.046,-0.074,0.029
266,0.046,-0.074,0.028
218,0.046,-0.074,0.028
163,0.032,-0.053,0.022
115,0.032,-0.053,0.022
54,0.037,-0.068,0.031
5,0.037,-0.068,0.031
4046,0.037,-0.074,0.037
3992,0.037,-0.074,0.037
3937,0.012,-0.064,0.051
3889,0.012,-0.064,0.051
3829,0.011,-0.052,0.041
3781,0.011,-0.052,0.041
3721,0.034,-0.054,0.020
3674,0.034,-0.054,0.020
3614,0.051,-0.069,0.018
3575,0.051,-0.069,0.018
3515,0.042,-0.091,0.049
3470,0.042,-0.091,0.049
3411,0.035,-0.061,0.026
3366,0.035,-0.061,0.026
3307,-0.041,0.079,-0.038
3262,-0.041,0.079,-0.038
3211,-0.046,0.092,-0.046
3166,-0.046,0.092,-0.046
3109,-0.043,0.097,-0.054
3064,-0.043,0.097,-0.054
3006,-0.052,0.096,-0.044
2961,-0.052,0.096,-0.044
2902,-0.041,0.088,-0.047
2851,-0.041,0.088,-0.047
2792,-0.021,0.078,-0.057
2746,-0.021,0.078,-0.057
2687,-0.018,0.055,-0.036
2633,-0.018,0.055,-0.036
2573,-0.046,0.068,-0.021
2526,-0.046,0.068,-0.021
2466,-0.076,0.103,-0.028
2466,-0.076,0.103,-0.028
2391,-0.076,0.103,-0.028
2329,-0.069,0.131,-0.062
2282,-0.069,0.131,-0.062
2227,-0.055,0.115,-0.059
2173,-0.055,0.115,-0.059
2111,-0.053,0.118,-0.065
2063,-0.053,0.118,-0.065
2008,-0.061,0.111,-0.050
1960,-0.061,0.111,-0.050
1898,-0.062,0.118,-0.056
1851,-0.062,0.118,-0.056
1790,-0.057,0.098,-0.041
1742,-0.057,0.098,-0.041
1688,-0.050,0.090,-0.039
1642,-0.050,0.090,-0.039
1582,-0.063,0.103,-0.040
1542,-0.063,0.103,-0.040
1483,-0.068,0.104,-0.035
1431,-0.068,0.104,-0.035
1372,-0.052,0.098,-0.047
1326,-0.052,0.098,-0.047
1275,-0.038,0.076,-0.038
1229,-0.038,0.076,-0.038
1170,-0.041,0.062,-0.022
1125,-0.041,0.062,-0.022
1074,-0.056,0.068,-0.012
1029,-0.056,0.068,-0.012
970,-0.071,0.068,0.004
924,-0.071,0.068,0.004
872,-0.062,0.056,0.007
826,-0.062,0.056,0.007
767,-0.070,0.066,0.004
721,-0.070,0.066,0.004
661,-0.077,0.083,-0.005
614,-0.077,0.083,-0.005
561,-0.073,0.086,-0.012
513,-0.073,0.086,-0.012
454,-0.053,0.075,-0.022
406,-0.053,0.075,-0.022
345,-0.057,0.066,-0.009
297,-0.057,0.066,-0.009
242,-0.061,0.057,0.004
193,-0.061,0.057,0.004
132,-0.074,0.068,0.006
84,-0.074,0.068,0.006
21,-0.069,0.068,0.001
4069,-0.069,0.068,0.001
4007,-0.084,0.072,0.012
3959,-0.084,0.072,0.012
3905,-0.118,0.095,0.023
3858,-0.118,0.095,0.023
3798,-0.113,0.102,0.011
3751,-0.113,0.102,0.011
3692,-0.055,0.088,-0.033
3646,-0.055,0.088,-0.033
3587,-0.056,0.071,-0.015
3535,-0.056,0.071,-0.015
3483,-0.072,0.058,0.014
3439,-0.072,0.058,0.014
3388,-0.112,0.071,0.041
3343,-0.112,0.071,0.041
3293,-0.129,0.098,0.032
3248,-0.129,0.098,0.032
3192,-0.125,0.112,0.012
3148,-0.125,0.112,0.012
3092,-0.112,0.103,0.009
3048,-0.112,0.103,0.009
2998,-0.112,0.101,0.011
2954,-0.112,0.101,0.011
2896,-0.124,0.117,0.007
2852,-0.124,0.117,0.007
2796,-0.106,0.103,0.002
2751,-0.106,0.103,0.002
2693,-0.102,0.091,0.011
2654,-0.102,0.091,0.011
2595,-0.127,0.089,0.039
2549,-0.127,0.089,0.039
2490,-0.151,0.114,0.037
2444,-0.151,0.114,0.037
2384,-0.143,0.137,0.006
2337,-0.143,0.137,0.006
2283,-0.123,0.133,-0.010
2235,-0.123,0.133,-0.010
2175,-0.046,0.014,0.032
2127,-0.046,0.014,0.032
2066,-0.047,0.001,0.046
2017,-0.047,0.001,0.046
1962,-0.064,0.026,0.038
1915,-0.064,0.026,0.038
1853,-0.056,0.027,0.029
1806,-0.056,0.027,0.029
1745,-0.054,0.030,0.023
1697,-0.054,0.030,0.023
1644,-0.064,0.037,0.027
1597,-0.064,0.037,0.027
1537,-0.065,0.055,0.010
1490,-0.065,0.055,0.010
1431,-0.050,0.051,-0.002
1384,-0.050,0.051,-0.002
1325,-0.036,0.027,0.008
1285,-0.036,0.027,0.008
1226,-0.037,0.022,0.015
1179,-0.037,0.022,0.015
1119,-0.024,0.021,0.003
1073,-0.024,0.021,0.003
1013,-0.027,0.022,0.005
973,-0.027,0.022,0.005
912,-0.033,0.001,0.032
865,-0.033,0.001,0.032
804,-0.049,-0.003,0.051
757,-0.049,-0.003,0.051
696,-0.050,0.017,0.033
649,-0.050,0.017,0.033
593,-0.040,0.021,0.020
545,-0.040,0.021,0.020
483,-0.036,0.020,0.016
435,-0.036,0.020,0.016
372,-0.022,0.006,0.017
323,-0.022,0.006,0.017
266,-0.038,0.036,0.002
217,-0.038,0.036,0.002
154,-0.051,0.047,0.004
104,-0.051,0.047,0.004
41,-0.045,0.049,-0.004
4087,-0.045,0.049,-0.004
4023,-0.050,0.048,0.001
3981,-0.050,0.048,0.001
3917,-0.056,0.054,0.001
3868,-0.056,0.054,0.001
3806,-0.062,0.068,-0.006
3758,-0.062,0.068,-0.006
3697,-0.035,0.063,-0.028
3656,-0.035,0.063,-0.028
3596,-0.007,0.031,-0.024
3549,-0.007,0.031,-0.024
3489,-0.020,0.026,-0.006
3443,-0.020,0.026,-0.006
3384,-0.052,0.038,0.014
3344,-0.052,0.038,0.014
3285,-0.047,0.037,0.010
3239,-0.047,0.037,0.010
3181,-0.034,0.038,-0.004
3136,-0.034,0.038,-0.004
3078,-0.026,0.030,-0.004
3033,-0.026,0.030,-0.004
2981,-0.020,0.022,-0.002
2935,-0.020,0.022,-0.002
2877,-0.001,0.015,-0.014
2832,-0.001,0.015,-0.014
2773,0.031,-0.017,-0.014
2727,0.031,-0.017,-0.014
2674,0.039,-0.046,0.006
2627,0.039,-0.046,0.006
2567,-0.018,-0.027,0.045
2514,-0.018,-0.027,0.045
2454,-0.017,-0.013,0.031
2406,-0.017,-0.013,0.031
2351,-0.004,0.002,0.002
2310,-0.004,0.002,0.002
2248,0.042,-0.014,-0.029
2200,0.042,-0.014,-0.029
2138,0.065,-0.045,-0.020
2089,0.065,-0.045,-0.020
2027,0.054,-0.059,0.005
1985,0.054,-0.059,0.005
1924,0.038,-0.057,0.018
1876,0.038,-0.057,0.018
1814,0.027,-0.035,0.008
1766,0.027,-0.035,0.008
1705,0.036,-0.044,0.008
1658,0.036,-0.044,0.008
1605,0.021,-0.037,0.016
1559,0.021,-0.037,0.016
1500,0.020,-0.027,0.007
1454,0.020,-0.027,0.007
1395,0.042,-0.044,0.002
1350,0.042,-0.044,0.002
1299,0.059,-0.060,0.001
1253,0.059,-0.060,0.001
1195,0.060,-0.069,0.009
1150,0.060,-0.069,0.009
1092,0.065,-0.077,0.012
1047,0.065,-0.077,0.012
996,0.036,-0.064,0.027
951,0.036,-0.064,0.027
892,0.040,-0.059,0.018
846,0.040,-0.059,0.018
788,0.054,-0.094,0.039
743,0.054,-0.094,0.039
691,0.055,-0.091,0.036
645,0.055,-0.091,0.036
585,0.057,-0.085,0.028
539,0.057,-0.085,0.028
480,0.072,-0.091,0.019
434,0.072,-0.091,0.019
381,0.071,-0.098,0.027
327,0.071,-0.098,0.027
273,0.070,-0.095,0.025
226,0.070,-0.095,0.025
166,0.054,-0.066,0.012
118,0.054,-0.066,0.012
58,0.067,-0.093,0.026
10,0.067,-0.093,0.026
4052,0.054,-0.081,0.027
4005,0.054,-0.081,0.027
3944,0.035,-0.065,0.029
3897,0.035,-0.065,0.029
3837,0.028,-0.029,0.000
3790,0.028,-0.029,0.000
3737,0.056,-0.027,-0.029
3691,0.056,-0.027,-0.029
3633,0.082,-0.047,-0.035
3587,0.082,-0.047,-0.035
3528,0.086,-0.079,-0.006
3483,0.086,-0.079,-0.006
3426,0.079,-0.089,0.010
3388,0.079,-0.089,0.010
3331,0.050,-0.056,0.006
3286,0.050,-0.056,0.006
3228,0.053,-0.071,0.019
3183,0.053,-0.071,0.019
3126,0.076,-0.073,-0.003
3082,0.076,-0.073,-0.003
3032,0.066,-0.070,0.004
2987,0.066,-0.070,0.004
2928,0.085,-0.076,-0.010
2883,0.085,-0.076,-0.010
2824,0.103,-0.090,-0.012
2779,0.103,-0.090,-0.012
2726,0.106,-0.102,-0.004
2680,0.106,-0.102,-0.004
2619,0.080,-0.113,0.033
2572,0.080,-0.113,0.033
2512,0.052,-0.098,0.046
2465,0.052,-0.098,0.046
2410,0.048,-0.077,0.029
2362,0.048,-0.077,0.029
2299,0.082,-0.086,0.005
2251,0.082,-0.086,0.005
2188,0.086,-0.074,-0.012
2140,0.086,-0.074,-0.012
2077,0.076,-0.079,0.004
2035,0.076,-0.079,0.004
1972,0.062,-0.072,0.010
1923,0.062,-0.072,0.010
1860,0.063,-0.063,-0.000
1811,0.063,-0.063,-0.000
1749,0.056,-0.068,0.011
1707,0.056,-0.068,0.011
1646,0.039,-0.046,0.008
1599,0.039,-0.046,0.008
1537,0.040,-0.043,0.003
1490,0.040,-0.043,0.003
1430,0.046,-0.027,-0.020
1383,0.046,-0.027,-0.020
1330,0.056,-0.033,-0.023
1283,0.056,-0.033,-0.023
1223,0.048,-0.016,-0.032
1177,0.048,-0.016,-0.032
1117,0.032,-0.006,-0.026
1070,0.032,-0.006,-0.026
1017,0.020,-0.004,-0.016
971,0.020,-0.004,-0.016
910,0.021,-0.010,-0.011
863,0.021,-0.010,-0.011
803,0.016,-0.004,-0.013
756,0.016,-0.004,-0.013
703,0.019,0.002,-0.021
655,0.019,0.002,-0.021
594,0.025,0.012,-0.037
546,0.025,0.012,-0.037
485,0.045,-0.011,-0.034
